CHEMBL288441	/	/
CHEMBL1336	/	/
CHEMBL129198	/	/
CHEMBL941	/	/
CHEMBL10	/	/
CHEMBL296468	/	/
CHEMBL91829	/	/
CHEMBL3988893	/	/
CHEMBL379218	/	/
CHEMBL1336	/	/
CHEMBL554	/	/
CHEMBL445813	/	/
CHEMBL119385	/	/
CHEMBL288441	/	/
CHEMBL558752	/	/
CHEMBL230011	/	/
CHEMBL1521934	/	/
CHEMBL574738	/	/
CHEMBL521851	/	/
CHEMBL129198	/	/
CHEMBL24828	/	/
CHEMBL1421	/	/
CHEMBL554	/	/
CHEMBL1230609	/	/
CHEMBL261849	/	/
CHEMBL5303414	/	/
CHEMBL103667	/	/
CHEMBL603469	/	/
CHEMBL223360	/	/
CHEMBL379218	/	/
CHEMBL525191	/	/
CHEMBL1236107	/	/
CHEMBL221959	/	/
CHEMBL379218	/	/
CHEMBL3988893	/	/
CHEMBL180022	/	/
CHEMBL445813	/	/
CHEMBL603469	/	/
CHEMBL513909	/	/
CHEMBL10	/	/
CHEMBL572878	/	/
CHEMBL573339	/	/
CHEMBL221959	/	/
CHEMBL338448	/	/
CHEMBL1289926	/	/
CHEMBL105442	/	/
CHEMBL601719	/	/
CHEMBL1289926	/	/
CHEMBL124660	/	/
CHEMBL259084	/	/
CHEMBL445813	/	/
CHEMBL119385	/	/
CHEMBL1908391	/	/
CHEMBL388978	/	/
CHEMBL388978	/	/
CHEMBL105442	/	/
CHEMBL558752	/	/
CHEMBL494089	/	/
CHEMBL24828	/	/
CHEMBL574738	/	/
CHEMBL1908397	/	/
CHEMBL1289926	/	/
CHEMBL554	/	/
CHEMBL608154	/	/
CHEMBL180022	/	/
CHEMBL445813	/	/
CHEMBL255863	/	/
CHEMBL91829	/	/
CHEMBL119385	/	/
CHEMBL223360	/	/
CHEMBL939	/	/
CHEMBL603469	/	/
CHEMBL513909	/	/
CHEMBL553	/	/
CHEMBL288441	/	/
CHEMBL338448	/	/
CHEMBL608154	/	/
CHEMBL471496	/	/
CHEMBL124660	/	/
CHEMBL261849	/	/
CHEMBL255863	/	/
CHEMBL129198	/	/
CHEMBL3988893	/	/
CHEMBL608154	/	/
CHEMBL509032	/	/
CHEMBL572881	/	/
CHEMBL477772	/	/
CHEMBL471496	/	/
CHEMBL379218	/	/
CHEMBL576982	/	/
CHEMBL1230020	/	/
CHEMBL939	/	/
CHEMBL215152	/	/
CHEMBL24828	/	/
CHEMBL105442	/	/
CHEMBL31965	/	/
CHEMBL521851	/	/
CHEMBL1795071	/	/
CHEMBL221959	/	/
CHEMBL941	/	/
CHEMBL388978	/	/
CHEMBL1614701	/	/
CHEMBL558752	/	/
CHEMBL255863	/	/
CHEMBL1230609	/	/
CHEMBL24828	/	/
CHEMBL1230020	/	/
CHEMBL230011	/	/
CHEMBL450786	/	/
CHEMBL124660	/	/
CHEMBL502835	/	/
CHEMBL230011	/	/
CHEMBL101253	/	/
CHEMBL388978	/	/
CHEMBL259084	/	/
CHEMBL259084	/	/
CHEMBL939	/	/
CHEMBL1173655	/	/
CHEMBL445813	/	/
CHEMBL31965	/	/
CHEMBL1908397	/	/
CHEMBL221959	/	/
CHEMBL377300	/	/
CHEMBL601719	/	/
CHEMBL941	/	/
CHEMBL1521934	/	/
CHEMBL379218	/	/
CHEMBL3988893	/	/
CHEMBL215152	/	/
CHEMBL450786	/	/
CHEMBL5303414	/	/
CHEMBL1795071	/	/
CHEMBL91829	/	/
CHEMBL1289926	/	/
CHEMBL129198	/	/
CHEMBL1289926	/	/
CHEMBL124660	/	/
CHEMBL1230609	/	/
CHEMBL10	/	/
CHEMBL288441	/	/
CHEMBL101253	/	/
CHEMBL101253	/	/
CHEMBL450786	/	/
CHEMBL1287853	/	/
CHEMBL377300	/	/
CHEMBL223360	/	/
CHEMBL259084	/	/
CHEMBL502835	/	/
CHEMBL603469	/	/
CHEMBL535	/	/
CHEMBL388978	/	/
CHEMBL576982	/	/
CHEMBL31965	/	/
CHEMBL215152	/	/
CHEMBL24828	/	/
CHEMBL574738	/	/
CHEMBL513909	/	/
CHEMBL509032	/	/
CHEMBL377300	/	/
CHEMBL521851	/	/
CHEMBL105442	/	/
CHEMBL129198	/	/
CHEMBL558752	/	/
CHEMBL939	/	/
CHEMBL101253	/	/
CHEMBL4297063	/	/
CHEMBL558752	/	/
CHEMBL101253	/	/
CHEMBL10	/	/
CHEMBL513909	/	/
CHEMBL296468	/	/
CHEMBL10	/	/
CHEMBL445813	/	/
CHEMBL1908397	/	/
CHEMBL941	/	/
CHEMBL941	/	/
CHEMBL445813	/	/
CHEMBL558752	/	/
CHEMBL259084	/	/
CHEMBL574738	/	/
CHEMBL215152	/	/
CHEMBL288441	/	/
CHEMBL215152	/	/
CHEMBL576982	/	/
CHEMBL1795071	/	/
CHEMBL445813	/	/
CHEMBL1614701	/	/
CHEMBL1336	/	/
CHEMBL521851	/	/
CHEMBL535	/	/
CHEMBL180022	/	/
CHEMBL221959	/	/
CHEMBL386051	/	/
CHEMBL261849	/	/
CHEMBL103667	/	/
CHEMBL608154	/	/
CHEMBL377300	/	/
CHEMBL1336	/	/
CHEMBL105442	/	/
CHEMBL428690	/	/
CHEMBL1230609	/	/
CHEMBL1230020	/	/
CHEMBL572881	/	/
CHEMBL10	/	/
CHEMBL221959	/	/
CHEMBL1173655	/	/
CHEMBL1230609	/	/
CHEMBL259084	/	/
CHEMBL230011	/	/
CHEMBL1336	/	/
CHEMBL558752	/	/
CHEMBL176167	/	/
CHEMBL119385	/	/
CHEMBL572878	/	/
CHEMBL288441	/	/
CHEMBL379218	/	/
CHEMBL1795071	/	/
CHEMBL477772	/	/
CHEMBL3988893	/	/
CHEMBL261849	/	/
CHEMBL4297063	/	/
CHEMBL119385	/	/
CHEMBL296468	/	/
CHEMBL103667	/	/
CHEMBL491473	/	/
CHEMBL377300	/	/
CHEMBL1287853	/	/
CHEMBL1236107	/	/
CHEMBL553	/	/
CHEMBL230011	/	/
CHEMBL230011	/	/
CHEMBL377300	/	/
CHEMBL288441	/	/
CHEMBL230011	/	/
CHEMBL1336	/	/
CHEMBL338448	/	/
CHEMBL603469	/	/
CHEMBL445813	/	/
CHEMBL491473	/	/
CHEMBL603469	/	/
CHEMBL261849	/	/
CHEMBL491473	/	/
CHEMBL558752	/	/
CHEMBL180022	/	/
CHEMBL1173655	/	/
CHEMBL105442	/	/
CHEMBL1289926	/	/
CHEMBL379218	/	/
CHEMBL379218	/	/
CHEMBL4297063	/	/
CHEMBL509032	/	/
CHEMBL1230609	/	/
CHEMBL10	/	/
CHEMBL941	/	/
CHEMBL230011	/	/
CHEMBL3988893	/	/
CHEMBL119385	/	/
CHEMBL574738	/	/
CHEMBL553	/	/
CHEMBL509032	/	/
CHEMBL215152	/	/
CHEMBL939	/	/
CHEMBL1614701	/	/
CHEMBL608154	/	/
CHEMBL129198	/	/
CHEMBL428690	/	/
CHEMBL338448	/	/
CHEMBL491473	/	/
CHEMBL180022	/	/
CHEMBL1336	/	/
CHEMBL428690	/	/
CHEMBL1421	/	/
CHEMBL91829	/	/
CHEMBL379218	/	/
CHEMBL509032	/	/
CHEMBL215152	/	/
CHEMBL509032	/	/
CHEMBL1908397	/	/
CHEMBL573339	/	/
CHEMBL554	/	/
CHEMBL3988893	/	/
CHEMBL379218	/	/
CHEMBL379218	/	/
CHEMBL509032	/	/
CHEMBL10	/	/
CHEMBL525191	/	/
CHEMBL601719	/	/
CHEMBL553	/	/
CHEMBL535	/	/
CHEMBL91829	/	/
CHEMBL572878	/	/
CHEMBL603469	/	/
CHEMBL221959	/	/
CHEMBL1173655	/	/
CHEMBL1230020	/	/
CHEMBL1421	/	/
CHEMBL1908391	/	/
CHEMBL3988893	/	/
CHEMBL91829	/	/
CHEMBL603469	/	/
CHEMBL215152	/	/
CHEMBL101253	/	/
CHEMBL525191	/	/
CHEMBL509032	/	/
CHEMBL91829	/	/
CHEMBL4297063	/	/
CHEMBL491473	/	/
CHEMBL1230020	/	/
CHEMBL3988893	/	/
CHEMBL1336	/	/
CHEMBL1421	/	/
CHEMBL261849	/	/
CHEMBL491473	/	/
CHEMBL574738	/	/
CHEMBL573339	/	/
CHEMBL180022	/	/
CHEMBL450786	/	/
CHEMBL124660	/	/
CHEMBL105442	/	/
CHEMBL288441	/	/
CHEMBL603469	/	/
CHEMBL255863	/	/
CHEMBL525191	/	/
CHEMBL180022	/	/
CHEMBL477772	/	/
CHEMBL608154	/	/
CHEMBL255863	/	/
CHEMBL572881	/	/
CHEMBL223360	/	/
CHEMBL1236107	/	/
CHEMBL4297063	/	/
CHEMBL261849	/	/
CHEMBL608154	/	/
CHEMBL1421	/	/
CHEMBL502835	/	/
CHEMBL296468	/	/
CHEMBL428690	/	/
CHEMBL221959	/	/
CHEMBL558752	/	/
CHEMBL574738	/	/
CHEMBL3988893	/	/
CHEMBL494089	/	/
CHEMBL4297063	/	/
CHEMBL91829	/	/
CHEMBL1173655	/	/
CHEMBL576982	/	/
CHEMBL1173655	/	/
CHEMBL513909	/	/
CHEMBL608154	/	/
CHEMBL180022	/	/
CHEMBL31965	/	/
CHEMBL553	/	/
CHEMBL450786	/	/
CHEMBL221959	/	/
CHEMBL1521934	/	/
CHEMBL491473	/	/
CHEMBL601719	/	/
CHEMBL176167	/	/
CHEMBL477772	/	/
CHEMBL296468	/	/
CHEMBL101253	/	/
CHEMBL288441	/	/
CHEMBL477772	/	/
CHEMBL1421	/	/
CHEMBL91829	/	/
CHEMBL3988893	/	/
CHEMBL554	/	/
CHEMBL259084	/	/
CHEMBL388978	/	/
CHEMBL428690	/	/
CHEMBL509032	/	/
CHEMBL388978	/	/
CHEMBL3988893	/	/
CHEMBL215152	/	/
CHEMBL338448	/	/
CHEMBL572878	/	/
CHEMBL525191	/	/
CHEMBL572878	/	/
CHEMBL259084	/	/
CHEMBL573339	/	/
CHEMBL1908397	/	/
CHEMBL1236107	/	/
CHEMBL259084	/	/
CHEMBL1614701	/	/
CHEMBL608154	/	/
CHEMBL1614701	/	/
CHEMBL379218	/	/
CHEMBL223360	/	/
CHEMBL572878	/	/
CHEMBL513909	/	/
CHEMBL939	/	/
CHEMBL525191	/	/
CHEMBL445813	/	/
CHEMBL255863	/	/
CHEMBL176167	/	/
CHEMBL124660	/	/
CHEMBL471496	/	/
CHEMBL1230020	/	/
CHEMBL1236107	/	/
CHEMBL221959	/	/
CHEMBL1521934	/	/
CHEMBL521851	/	/
CHEMBL1230609	/	/
CHEMBL471496	/	/
CHEMBL554	/	/
CHEMBL535	/	/
CHEMBL491473	/	/
CHEMBL1287853	/	/
CHEMBL129198	/	/
CHEMBL450786	/	/
CHEMBL509032	/	/
CHEMBL105442	/	/
CHEMBL1230020	/	/
CHEMBL379218	/	/
CHEMBL525191	/	/
CHEMBL553	/	/
CHEMBL296468	/	/
CHEMBL450786	/	/
CHEMBL1287853	/	/
CHEMBL502835	/	/
CHEMBL223360	/	/
CHEMBL1289926	/	/
CHEMBL428690	/	/
CHEMBL1230020	/	/
CHEMBL603469	/	/
CHEMBL10	/	/
CHEMBL101253	/	/
CHEMBL4297063	/	/
CHEMBL105442	/	/
CHEMBL388978	/	/
CHEMBL1614701	/	/
CHEMBL1230609	/	/
CHEMBL450786	/	/
CHEMBL939	/	/
CHEMBL471496	/	/
CHEMBL572881	/	/
CHEMBL553	/	/
CHEMBL10	/	/
CHEMBL338448	/	/
CHEMBL230011	/	/
CHEMBL1908397	/	/
CHEMBL4297063	/	/
CHEMBL10	/	/
CHEMBL288441	/	/
CHEMBL1908391	/	/
CHEMBL1795071	/	/
CHEMBL176167	/	/
CHEMBL491473	/	/
CHEMBL572878	/	/
CHEMBL502835	/	/
CHEMBL1287853	/	/
CHEMBL124660	/	/
CHEMBL608154	/	/
CHEMBL230011	/	/
CHEMBL261849	/	/
CHEMBL386051	/	/
CHEMBL101253	/	/
CHEMBL1173655	/	/
CHEMBL502835	/	/
CHEMBL428690	/	/
CHEMBL377300	/	/
CHEMBL255863	/	/
CHEMBL388978	/	/
CHEMBL572878	/	/
CHEMBL296468	/	/
CHEMBL377300	/	/
CHEMBL572881	/	/
CHEMBL1521934	/	/
CHEMBL377300	/	/
CHEMBL261849	/	/
CHEMBL379218	/	/
CHEMBL1336	/	/
CHEMBL941	/	/
CHEMBL31965	/	/
CHEMBL939	/	/
CHEMBL221959	/	/
CHEMBL428690	/	/
CHEMBL494089	/	/
CHEMBL491473	/	/
CHEMBL103667	/	/
CHEMBL223360	/	/
CHEMBL1287853	/	/
CHEMBL1289926	/	/
CHEMBL450786	/	/
CHEMBL31965	/	/
CHEMBL176167	/	/
CHEMBL576982	/	/
CHEMBL1421	/	/
CHEMBL10	/	/
CHEMBL24828	/	/
CHEMBL230011	/	/
CHEMBL491473	/	/
CHEMBL1287853	/	/
CHEMBL388978	/	/
CHEMBL941	/	/
CHEMBL261849	/	/
CHEMBL1421	/	/
CHEMBL379218	/	/
CHEMBL221959	/	/
CHEMBL5303414	/	/
CHEMBL608154	/	/
CHEMBL554	/	/
CHEMBL428690	/	/
CHEMBL24828	/	/
CHEMBL1521934	/	/
CHEMBL221959	/	/
CHEMBL379218	/	/
CHEMBL31965	/	/
CHEMBL377300	/	/
CHEMBL471496	/	/
CHEMBL379218	/	/
CHEMBL558752	/	/
CHEMBL296468	/	/
CHEMBL502835	/	/
CHEMBL1521934	/	/
CHEMBL103667	/	/
CHEMBL288441	/	/
CHEMBL502835	/	/
CHEMBL221959	/	/
CHEMBL24828	/	/
CHEMBL603469	/	/
CHEMBL5303414	/	/
CHEMBL576982	/	/
CHEMBL215152	/	/
CHEMBL941	/	/
CHEMBL574738	/	/
CHEMBL1236107	/	/
CHEMBL388978	/	/
CHEMBL1236107	/	/
CHEMBL576982	/	/
CHEMBL1614701	/	/
CHEMBL1230609	/	/
CHEMBL1287853	/	/
CHEMBL1173655	/	/
CHEMBL608154	/	/
CHEMBL296468	/	/
CHEMBL1289926	/	/
CHEMBL428690	/	/
CHEMBL221959	/	/
CHEMBL105442	/	/
CHEMBL101253	/	/
CHEMBL477772	/	/
CHEMBL288441	/	/
CHEMBL31965	/	/
CHEMBL1230020	/	/
CHEMBL230011	/	/
CHEMBL103667	/	/
CHEMBL180022	/	/
CHEMBL509032	/	/
CHEMBL1230609	/	/
CHEMBL941	/	/
CHEMBL477772	/	/
CHEMBL572878	/	/
CHEMBL1173655	/	/
CHEMBL1173655	/	/
CHEMBL445813	/	/
CHEMBL521851	/	/
CHEMBL939	/	/
CHEMBL494089	/	/
CHEMBL1614701	/	/
CHEMBL608154	/	/
CHEMBL5303414	/	/
CHEMBL574738	/	/
CHEMBL1421	/	/
CHEMBL603469	/	/
CHEMBL445813	/	/
CHEMBL91829	/	/
CHEMBL124660	/	/
CHEMBL521851	/	/
CHEMBL259084	/	/
CHEMBL941	/	/
CHEMBL553	/	/
CHEMBL558752	/	/
CHEMBL608154	/	/
CHEMBL1795071	/	/
CHEMBL105442	/	/
CHEMBL255863	/	/
CHEMBL535	/	/
CHEMBL941	/	/
CHEMBL223360	/	/
CHEMBL230011	/	/
CHEMBL221959	/	/
CHEMBL1173655	/	/
CHEMBL338448	/	/
CHEMBL428690	/	/
CHEMBL535	/	/
CHEMBL103667	/	/
CHEMBL521851	/	/
CHEMBL4297063	/	/
CHEMBL1230609	/	/
CHEMBL450786	/	/
CHEMBL1287853	/	/
CHEMBL494089	/	/
CHEMBL230011	/	/
CHEMBL573339	/	/
CHEMBL5303414	/	/
CHEMBL572878	/	/
CHEMBL603469	/	/
CHEMBL5303414	/	/
CHEMBL1908391	/	/
CHEMBL31965	/	/
CHEMBL296468	/	/
CHEMBL377300	/	/
CHEMBL941	/	/
CHEMBL502835	/	/
CHEMBL221959	/	/
CHEMBL5303414	/	/
CHEMBL4297063	/	/
CHEMBL338448	/	/
CHEMBL1173655	/	/
CHEMBL3988893	/	/
CHEMBL124660	/	/
CHEMBL338448	/	/
CHEMBL521851	/	/
CHEMBL3988893	/	/
CHEMBL215152	/	/
CHEMBL31965	/	/
CHEMBL603469	/	/
CHEMBL338448	/	/
CHEMBL521851	/	/
CHEMBL450786	/	/
CHEMBL1287853	/	/
CHEMBL176167	/	/
CHEMBL1521934	/	/
CHEMBL491473	/	/
CHEMBL223360	/	/
CHEMBL941	/	/
CHEMBL553	/	/
CHEMBL91829	/	/
CHEMBL553	/	/
CHEMBL215152	/	/
CHEMBL471496	/	/
CHEMBL129198	/	/
CHEMBL939	/	/
CHEMBL521851	/	/
CHEMBL521851	/	/
CHEMBL1287853	/	/
CHEMBL379218	/	/
CHEMBL379218	/	/
CHEMBL525191	/	/
CHEMBL491473	/	/
CHEMBL3988893	/	/
CHEMBL554	/	/
CHEMBL1521934	/	/
CHEMBL477772	/	/
CHEMBL603469	/	/
CHEMBL521851	/	/
CHEMBL261849	/	/
CHEMBL1173655	/	/
CHEMBL296468	/	/
CHEMBL572878	/	/
CHEMBL941	/	/
CHEMBL259084	/	/
CHEMBL553	/	/
CHEMBL574738	/	/
CHEMBL1336	/	/
CHEMBL377300	/	/
CHEMBL558752	/	/
CHEMBL608154	/	/
CHEMBL1173655	/	/
CHEMBL180022	/	/
CHEMBL1336	/	/
CHEMBL10	/	/
CHEMBL338448	/	/
CHEMBL428690	/	/
CHEMBL31965	/	/
CHEMBL101253	/	/
CHEMBL338448	/	/
CHEMBL5303414	/	/
CHEMBL1230020	/	/
CHEMBL377300	/	/
CHEMBL494089	/	/
CHEMBL1289926	/	/
CHEMBL24828	/	/
CHEMBL450786	/	/
CHEMBL558752	/	/
CHEMBL608154	/	/
CHEMBL576982	/	/
CHEMBL450786	/	/
CHEMBL223360	/	/
CHEMBL386051	/	/
CHEMBL1421	/	/
CHEMBL491473	/	/
CHEMBL1289926	/	/
CHEMBL377300	/	/
CHEMBL521851	/	/
CHEMBL1908391	/	/
CHEMBL1908391	/	/
CHEMBL129198	/	/
CHEMBL91829	/	/
CHEMBL1908391	/	/
CHEMBL296468	/	/
CHEMBL377300	/	/
CHEMBL4297063	/	/
CHEMBL388978	/	/
CHEMBL1236107	/	/
CHEMBL521851	/	/
CHEMBL450786	/	/
CHEMBL939	/	/
CHEMBL129198	/	/
CHEMBL338448	/	/
CHEMBL1908391	/	/
CHEMBL379218	/	/
CHEMBL5303414	/	/
CHEMBL428690	/	/
CHEMBL379218	/	/
CHEMBL603469	/	/
CHEMBL491473	/	/
CHEMBL608154	/	/
CHEMBL941	/	/
CHEMBL1173655	/	/
CHEMBL1908397	/	/
CHEMBL338448	/	/
CHEMBL10	/	/
